Provincia,Partido,Localidad,Link Indec,Otros,Total general,less than 1 Mbps,"b'ween 1 and 10,2 Mbps",b'ween 11 and 27 Mbps,b'ween 30 and 58 Mbps,b'ween 59 and 120 Mbps,b'ween 122 and 256 Mbps,b'ween 275 and 540 Mbps,b'ween 600 and 1024 Mbps
SAN LUIS,Belgrano,Villa de la Quebrada,74014030,0.0,955.0,0.0,0.0,818.0,0.0,0.0,0.0,0.0,137.0
SAN LUIS,Belgrano,Villa General Roca,74014040,0.0,160.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,22.0
SAN LUIS,Chacabuco,Concarán,74028010,0.0,2024.0,2.0,260.0,1762.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Chacabuco,Cortaderas,74028020,0.0,1008.0,0.0,1.0,1007.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Chacabuco,El Algarrobal,74028020,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Chacabuco,Naschel,74028030,0.0,1177.0,0.0,245.0,932.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Chacabuco,Papagayos,74028040,0.0,58.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Chacabuco,Renca,74028050,0.0,173.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Chacabuco,San Pablo,74028060,0.0,85.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Chacabuco,Tilisarao,74028070,0.0,1715.0,0.0,320.0,1395.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Chacabuco,Villa del Carmen,74028080,0.0,394.0,0.0,45.0,349.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Chacabuco,Villa Larca,74028090,0.0,634.0,0.0,50.0,584.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Coronel Pringles,Carolina,74021010,0.0,366.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Coronel Pringles,El Durazno,74021060,0.0,77.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Coronel Pringles,El Trapiche,74021020,0.0,1828.0,0.0,0.0,1828.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Coronel Pringles,Fraga,74021030,0.0,597.0,0.0,60.0,418.0,0.0,0.0,0.0,0.0,119.0
SAN LUIS,Coronel Pringles,La Bajada,74021040,0.0,64.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Coronel Pringles,La Florida,74021050,0.0,322.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Coronel Pringles,La Toma,74021060,0.0,2501.0,0.0,475.0,2026.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Coronel Pringles,OTROS,Sin Datos,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Coronel Pringles,Río Grande,74021080,0.0,214.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Coronel Pringles,Saladillo,74021090,0.0,175.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,General Pedernera,Juan Jorba,74035010,0.0,131.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,General Pedernera,Juan Llerena,74035020,0.0,124.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,General Pedernera,Justo Daract,74035030,0.0,2149.0,0.0,681.0,1468.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,General Pedernera,La Angelina,74035040,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,General Pedernera,La Punilla,74035040,0.0,155.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,General Pedernera,Lavaisse,74035050,0.0,66.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,General Pedernera,San José del Morro,74035060,0.0,209.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,General Pedernera,Villa Mercedes,74035070,3.0,38548.0,35.0,15173.0,22627.0,439.0,0.0,0.0,0.0,271.0
SAN LUIS,General Pedernera,Villa Salles,74035090,0.0,23.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Anchorena,74042010,0.0,250.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Arizona,74042020,0.0,307.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Bagual,74042030,0.0,70.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Batavia,74042040,0.0,177.0,2.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,0.0,1000.0,1.0,299.0,700.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,0.0,154.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Fortuna,74042070,0.0,289.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,La Maroma,74042080,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Los Overos,74042090,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,1.0,48.0,2.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Navia,74042120,0.0,123.0,2.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,0.0,568.0,0.0,139.0,429.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Gobernador Dupuy,Unión,74042140,0.0,845.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Junín,Carpinteria,74049010,0.0,1132.0,0.0,160.0,972.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Junín,Cerro de Oro,74049020,0.0,390.0,0.0,89.0,301.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Junín,Lafinur,74049030,0.0,165.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Junín,Los Cajones,74049040,0.0,197.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Junín,Los Molles,74049050,0.0,596.0,0.0,45.0,551.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Junín,Merlo,74049060,1.0,7215.0,0.0,1465.0,5715.0,34.0,0.0,0.0,0.0,0.0
SAN LUIS,Junín,Santa Rosa del Conlara,74049070,0.0,2119.0,0.0,422.0,1697.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Junín,Talita,74049080,0.0,255.0,2.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Alto Pelado,74056010,0.0,79.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Alto Pencoso,74056020,0.0,98.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Balde,74056030,0.0,242.0,5.0,1.0,236.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Beazley,74056040,0.0,225.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Cazador,74056050,0.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Chosmes,74056060,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Desaguadero,74056070,0.0,87.0,0.0,1.0,86.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,El Volcán,74056080,0.0,1321.0,0.0,23.0,1298.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Jarilla,74056090,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Juana Koslay,74056100,0.0,4587.0,3.0,736.0,3815.0,23.0,9.0,0.0,1.0,0.0
SAN LUIS,La Capital,La Punta,74056105,0.0,1265.0,0.0,579.0,573.0,3.0,99.0,0.0,10.0,1.0
SAN LUIS,La Capital,Las Barrancas,74056070,1.0,35.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Potrero de los Funes,74056120,0.0,4377.0,0.0,0.0,4377.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Salinas del Bebedero,74056130,0.0,43.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,San Jerónimo,74056140,0.0,362.0,0.0,162.0,200.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,San Luis,74056150,4.0,38429.0,129.0,15105.0,22303.0,141.0,41.0,0.0,9.0,697.0
SAN LUIS,La Capital,Varela,74056140,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,La Capital,Zanjitas,74056160,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,0.0,51.0,2.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,0.0,73.0,5.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,0.0,330.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,47.0
SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,0.0,68.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,0.0,440.0,0.0,2.0,363.0,0.0,0.0,0.0,0.0,75.0
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,0.0,229.0,1.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS,OTROS,OTROS,Sin Datos,3340.0,3340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,0.0,1223.0,3.0,247.0,973.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,2.0,1214.0,12.0,134.0,1066.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Deseado,Caleta Olivia,78014010,325.0,9468.0,5.0,9126.0,12.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Deseado,Cañadón Seco,78014020,31.0,123.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Deseado,Jaramillo,78014040,4.0,90.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Deseado,Las Heras,78014060,0.0,3428.0,1.0,2899.0,273.0,210.0,45.0,0.0,0.0,0.0
SANTA CRUZ,Deseado,Pico Truncado,78014070,0.0,3847.0,3.0,3366.0,417.0,61.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Deseado,Puerto Deseado,78014080,21.0,1527.0,20.0,798.0,688.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Deseado,Tellier,78014090,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,0.0,212.0,1.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Güer Aike,Mina 3,78021030,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,3.0,14788.0,189.0,2791.0,4691.0,6834.0,280.0,0.0,0.0,0.0
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,0.0,264.0,3.0,29.0,232.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Lago Argentino,El Calafate,78028010,6.0,7509.0,3.0,6253.0,885.0,311.0,51.0,0.0,0.0,0.0
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,4.0,443.0,1.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,8.0,41.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,3.0,2706.0,2.0,2701.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,7.0,2678.0,16.0,516.0,2139.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,OTROS,OTROS,Sin Datos,629.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,2.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,Esteban Rams,82077010,0.0,37.0,2.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,Gato Colorado,82077020,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,0.0,147.0,3.0,142.0,2.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,Logroño,82077040,0.0,48.0,0.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,Montefiore,82077050,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,Pozo Borrado,82077060,0.0,127.0,0.0,124.0,3.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,San Bernardo,82077065,0.0,109.0,0.0,103.0,6.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,Santa Margarita,82077070,0.0,101.0,5.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,Tostado,82077080,0.0,3088.0,2.0,2697.0,363.0,26.0,0.0,0.0,0.0,0.0
SANTA FE,9 de Julio,Villa Minetti,82077090,0.0,269.0,5.0,257.0,6.0,1.0,0.0,0.0,0.0,0.0
SANTA FE,Belgrano,Armstrong,82007010,0.0,1263.0,0.0,1202.0,57.0,0.0,4.0,0.0,0.0,0.0
SANTA FE,Belgrano,Bouquet,82007020,0.0,389.0,0.0,371.0,18.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Belgrano,Las Parejas,82007030,0.0,3775.0,0.0,1269.0,1520.0,740.0,246.0,0.0,0.0,0.0
SANTA FE,Belgrano,Las Rosas,82007040,0.0,4169.0,0.0,1349.0,2770.0,50.0,0.0,0.0,0.0,0.0
SANTA FE,Belgrano,Montes de Oca,82007050,168.0,1410.0,1.0,1214.0,27.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Belgrano,Tortugas,82007060,0.0,167.0,1.0,132.0,34.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Arequito,82014010,0.0,2305.0,0.0,1817.0,488.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Arteaga,82014020,0.0,1023.0,0.0,1011.0,12.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Beravebú,82014030,0.0,353.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Bigand,82014040,0.0,1784.0,0.0,1631.0,153.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Casilda,82014050,1.0,8371.0,0.0,4857.0,1541.0,265.0,1056.0,0.0,651.0,0.0
SANTA FE,Caseros,Chabás,82014060,0.0,1778.0,0.0,1565.0,207.0,6.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Chañar Ladeado,82014070,1.0,1366.0,0.0,59.0,1306.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Gödeken,82014080,1.0,532.0,0.0,498.0,33.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Los Molinos,82014090,0.0,532.0,0.0,466.0,66.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Los Nogales,82014100,0.0,44.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Los Quirquinchos,82014110,0.0,815.0,0.0,786.0,27.0,2.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,San José de la Esquina,82014120,2.0,2110.0,0.0,1612.0,496.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Sanford,82014130,0.0,466.0,0.0,438.0,28.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Caseros,Villada,82014140,0.0,94.0,0.0,83.0,11.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,66.0,748.0,0.0,13.0,312.0,357.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Angélica,82021020,0.0,611.0,0.0,137.0,473.0,1.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Ataliva,82021030,0.0,576.0,0.0,217.0,121.0,238.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Aurelia,82021040,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Bauer y Sigel,82021060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Bella Italia,82021070,0.0,356.0,0.0,349.0,5.0,0.0,2.0,0.0,0.0,0.0
SANTA FE,Castellanos,Castellanos,82021080,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Colonia Bicha,82021090,0.0,237.0,0.0,0.0,72.0,116.0,0.0,49.0,0.0,0.0
SANTA FE,Castellanos,Colonia Cello,82021100,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Colonia Margarita,82021110,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Colonia Raquel,82021120,0.0,246.0,0.0,3.0,31.0,72.0,0.0,140.0,0.0,0.0
SANTA FE,Castellanos,Coronel Fraga,82021130,0.0,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Esmeralda,82021150,0.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Estación Clucellas,82021160,0.0,183.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Estación Saguier,82021170,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Eusebia y Carolina,82021180,0.0,175.0,0.0,0.0,27.0,43.0,0.0,105.0,0.0,0.0
SANTA FE,Castellanos,Eustolia,82021190,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Frontera,82021200,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Humberto Primo,82021220,0.0,545.0,0.0,420.0,116.0,9.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Josefina,82021230,0.0,105.0,0.0,102.0,3.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Lehmann,82021240,0.0,700.0,0.0,530.0,166.0,0.0,4.0,0.0,0.0,0.0
SANTA FE,Castellanos,María Juana,82021250,1.0,1624.0,0.0,1598.0,15.0,10.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Plaza Clucellas,82021270,0.0,328.0,0.0,318.0,10.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Plaza Saguier,82021280,0.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Presidente Roca,82021290,0.0,143.0,0.0,142.0,0.0,0.0,1.0,0.0,0.0,0.0
SANTA FE,Castellanos,Pueblo Marini,82021300,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Rafaela,82021310,3.0,31277.0,3.0,2865.0,5751.0,3015.0,8218.0,0.0,11410.0,12.0
SANTA FE,Castellanos,Ramona,82021320,0.0,328.0,0.0,327.0,1.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,San Antonio,82021330,0.0,69.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,San Vicente,82021340,0.0,2146.0,0.0,1964.0,116.0,66.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Santa Clara de Saguier,82021350,0.0,480.0,0.0,462.0,18.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Sunchales,82021360,40.0,7513.0,2.0,567.0,536.0,5190.0,979.0,185.0,14.0,0.0
SANTA FE,Castellanos,Susana,82021370,0.0,404.0,0.0,78.0,0.0,2.0,292.0,0.0,32.0,0.0
SANTA FE,Castellanos,Tacural,82021380,0.0,932.0,0.0,2.0,437.0,135.0,0.0,358.0,0.0,0.0
SANTA FE,Castellanos,Vila,82021390,0.0,419.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Villa San José,82021410,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Virginia,82021420,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Castellanos,Zenón Pereyra,82021430,0.0,53.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Alcorta,82028010,0.0,2483.0,0.0,2319.0,154.0,10.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Bombal,82028040,0.0,1003.0,0.0,687.0,273.0,43.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Cepeda,82028060,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Empalme Villa Constitución,82028070,0.0,620.0,0.0,528.0,91.0,1.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,General Gelly,82028090,0.0,193.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Godoy,82028100,0.0,152.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Juan B. Molina,82028110,0.0,351.0,0.0,350.0,0.0,1.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Juncal,82028120,0.0,284.0,0.0,283.0,0.0,1.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,La Vanguardia,82028130,0.0,114.0,0.0,3.0,99.0,12.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,0.0,1279.0,0.0,1097.0,158.0,24.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Pavón,82028150,0.0,99.0,0.0,83.0,16.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Pavón Arriba,82028160,0.0,571.0,0.0,464.0,80.0,26.0,1.0,0.0,0.0,0.0
SANTA FE,Constitución,Peyrano,82028170,0.0,743.0,0.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Rueda,82028180,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Santa Teresa,82028190,0.0,894.0,0.0,675.0,175.0,40.0,4.0,0.0,0.0,0.0
SANTA FE,Constitución,Sargento Cabral,82028200,0.0,428.0,0.0,402.0,26.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Constitución,Villa Constitución,82028230,1292.0,8133.0,0.0,3956.0,327.0,248.0,1167.0,0.0,1143.0,0.0
SANTA FE,Garay,Cayastá,82035010,0.0,429.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Garay,Helvecia,82035020,0.0,645.0,0.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Garay,Los Zapallos,82035030,0.0,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Garay,Saladero Mariano Cabal,82035040,2.0,88.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,Garay,Santa Rosa de Calchines,82035050,0.0,1018.0,0.0,1011.0,7.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,0.0,36.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Amenábar,82042020,0.0,235.0,0.0,216.0,19.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Cafferata,82042030,1.0,247.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Cañada del Ucle,82042040,0.0,422.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Carmen,82042050,40.0,140.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Carreras,82042060,0.0,273.0,0.0,266.0,7.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Chapuy,82042070,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Chovet,82042080,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Christophersen,82042090,0.0,93.0,10.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Diego de Alvear,82042100,0.0,378.0,221.0,150.0,4.0,3.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Elortondo,82042110,0.0,1841.0,0.0,1777.0,61.0,3.0,0.0,0.0,0.0,0.0
SANTA FE,General López,Firmat,82042120,2.0,5062.0,0.0,2810.0,103.0,703.0,775.0,0.0,669.0,0.0
SANTA FE,General López,Hughes,82042130,0.0,1390.0,0.0,1302.0,67.0,21.0,0.0,0.0,0.0,0.0
SANTA FE,General López,La Chispa,82042140,0.0,71.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
